0.35,0.24,0.75,64.82,11.66,5.13,24.77,11.01,9.83,2.0
0.42,0.28,0.63,65.98,5.55,6.77,24.77,11.01,9.83,2.0
0.42,0.28,0.63,65.98,5.55,6.77,24.77,11.01,9.83,2.0
0.76,0.44,0.04,54.69,-16.36,10.19,24.98,11.35,10.23,2.0
0.85,0.49,-0.1,44.62,-30.27,9.77,24.98,11.35,10.23,2.0
1.05,0.23,0.05,-11.78,-10.01,21.42,24.35,11.25,10.13,2.0
0.95,0.53,0.24,-58.35,15.01,10.68,24.24,10.95,9.33,2.0
0.18,0.74,1.33,-19.41,18.49,-7.69,24.9,11.57,9.67,2.0
-0.01,0.67,1.48,1.4,31.37,-9.58,24.9,11.57,9.67,2.0
-0.01,0.67,1.48,1.4,31.37,-9.58,24.9,11.57,9.67,2.0
-0.01,0.67,1.48,1.4,31.37,-9.58,24.9,11.57,9.67,2.0
-0.01,0.67,1.48,1.4,31.37,-9.58,24.9,11.57,9.67,2.0
-0.07,0.54,1.45,1.4,31.37,-9.58,24.8,10.82,9.99,2.0
-0.07,0.54,1.45,1.4,31.37,-9.58,24.8,10.82,9.99,2.0
-0.07,0.54,1.45,1.4,31.37,-9.58,24.8,10.82,9.99,2.0
-0.09,0.53,0.89,-11.47,24.05,3.17,24.8,10.82,9.99,2.0
-0.09,0.53,0.89,-11.47,24.05,3.17,24.8,10.82,9.99,2.0
-0.02,0.64,0.8,6.35,9.52,6.59,24.8,10.82,9.99,2.0
0.21,0.57,0.66,19.65,-0.12,8.97,24.4,10.9,10.94,2.0
0.21,0.57,0.66,19.65,-0.12,8.97,24.4,10.9,10.94,2.0
0.21,0.57,0.66,19.65,-0.12,8.97,24.4,10.9,10.94,2.0
0.21,0.57,0.66,19.65,-0.12,8.97,24.4,10.9,10.94,2.0
0.21,0.57,0.66,19.65,-0.12,8.97,24.4,10.9,10.94,2.0
0.55,0.39,0.51,39.86,-30.64,21.12,24.4,10.9,10.94,2.0
0.55,0.39,0.51,39.86,-30.64,21.12,24.4,10.9,10.94,2.0
0.93,0.42,0.19,44.31,-48.52,23.38,24.5,10.5,9.31,2.0
0.97,0.18,-0.16,16.54,-45.04,22.89,24.5,10.5,9.31,2.0
0.97,0.18,-0.16,16.54,-45.04,22.89,24.5,10.5,9.31,2.0
0.85,0.8,0.46,-22.52,-8.97,13.37,23.78,10.34,8.63,2.0
0.85,0.8,0.46,-22.52,-8.97,13.37,23.78,10.34,8.63,2.0
0.59,0.78,0.87,-48.16,21.97,-4.76,24.34,10.14,9.81,2.0
0.59,0.78,0.87,-48.16,21.97,-4.76,24.34,10.14,9.81,2.0
0.26,0.78,1.17,-53.1,25.63,-12.08,24.34,10.14,9.81,2.0
0.26,0.78,1.17,-53.1,25.63,-12.08,24.34,10.14,9.81,2.0
0.26,0.78,1.17,-53.1,25.63,-12.08,24.34,10.14,9.81,2.0
-0.03,0.64,1.3,-23.62,23.62,-18.31,23.91,10.5,10.84,2.0
-0.03,0.64,1.3,-23.62,23.62,-18.31,23.91,10.5,10.84,2.0
-0.03,0.64,1.3,-23.62,23.62,-18.31,23.91,10.5,10.84,2.0
-0.03,0.64,1.3,-23.62,23.62,-18.31,23.91,10.5,10.84,2.0
-0.03,0.64,1.3,-23.62,23.62,-18.31,23.91,10.5,10.84,2.0
-0.03,0.64,1.3,-23.62,23.62,-18.31,23.91,10.5,10.84,2.0
-0.06,0.59,1.25,-16.3,18.49,-13.43,23.91,10.5,10.84,2.0
-0.06,0.59,1.25,-16.3,18.49,-13.43,23.91,10.5,10.84,2.0
-0.06,0.59,1.25,-16.3,18.49,-13.43,23.91,10.5,10.84,2.0
-0.03,0.46,0.95,12.57,10.44,-5.19,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.22,0.35,0.69,28.44,-6.04,11.84,24.43,9.72,9.52,2.0
0.35,0.42,0.61,27.83,-13.55,17.09,24.43,9.72,9.52,2.0
0.35,0.42,0.61,27.83,-13.55,17.09,24.43,9.72,9.52,2.0
0.98,0.49,0.04,56.88,-40.95,13.43,24.06,10.64,9.75,2.0
0.98,0.49,0.04,56.88,-40.95,13.43,24.06,10.64,9.75,2.0
0.98,0.49,0.04,56.88,-40.95,13.43,24.06,10.64,9.75,2.0
0.93,0.77,0.15,-20.81,-28.69,-5.55,24.32,9.99,8.9,2.0
0.81,0.9,0.43,-23.62,-16.91,-11.29,23.51,10.56,9.05,2.0
0.81,0.9,0.43,-23.62,-16.91,-11.29,23.51,10.56,9.05,2.0
0.47,0.68,1.02,-41.26,5.07,-18.98,23.51,10.56,9.05,2.0
-0.16,0.42,1.1,14.89,19.65,-0.31,24.1,10.71,10.27,2.0
0.18,0.31,0.7,17.27,3.17,21.24,24.1,10.71,10.27,2.0
0.18,0.31,0.7,17.27,3.17,21.24,24.1,10.71,10.27,2.0
0.59,0.45,0.49,30.94,-19.47,35.46,24.27,11.23,10.3,2.0
