0.61,0.49,-0.43,-43.7,44.07,-88.5,25.71,23.39,16.58,1.0
0.59,0.45,-0.44,-45.35,43.27,-84.53,25.71,23.39,16.58,1.0
0.59,0.45,-0.44,-45.35,43.27,-84.53,25.71,23.39,16.58,1.0
0.59,0.44,-0.48,-46.88,41.75,-78.98,24.37,25.16,16.78,1.0
0.59,0.44,-0.48,-46.88,41.75,-78.98,24.37,25.16,16.78,1.0
0.61,0.38,-0.51,-49.99,40.53,-74.77,24.37,25.16,16.78,1.0
0.62,0.37,-0.53,-51.15,39.79,-72.33,24.37,25.16,16.78,1.0
0.62,0.37,-0.53,-51.15,39.79,-72.33,24.37,25.16,16.78,1.0
0.62,0.34,-0.53,-51.82,38.64,-63.05,24.04,26.55,16.26,1.0
0.62,0.34,-0.53,-51.82,38.64,-63.05,24.04,26.55,16.26,1.0
0.6,0.3,-0.59,-62.38,36.38,-55.11,23.07,28.1,15.91,1.0
0.6,0.3,-0.59,-62.38,36.38,-55.11,23.07,28.1,15.91,1.0
0.61,0.32,-0.61,-63.35,35.1,-52.98,23.07,28.1,15.91,1.0
0.61,0.32,-0.61,-63.35,35.1,-52.98,23.07,28.1,15.91,1.0
0.61,0.33,-0.6,-61.77,33.51,-51.76,23.07,28.1,15.91,1.0
0.61,0.26,-0.65,-57.01,30.03,-47.61,23.07,28.1,15.91,1.0
0.6,0.22,-0.66,-52.49,25.15,-43.52,22.34,28.96,16.5,1.0
0.6,0.22,-0.66,-52.49,25.15,-43.52,22.34,28.96,16.5,1.0
0.59,0.21,-0.67,-53.77,22.09,-38.88,21.62,30.44,16.99,1.0
0.58,0.2,-0.66,-52.55,18.62,-37.6,21.62,30.44,16.99,1.0
0.58,0.16,-0.66,-53.71,17.58,-36.07,21.62,30.44,16.99,1.0
0.6,0.14,-0.69,-57.37,17.33,-32.96,21.62,30.44,16.99,1.0
0.61,0.16,-0.7,-56.76,17.09,-32.04,21.02,31.18,16.25,1.0
0.61,0.11,-0.72,-52.86,15.38,-29.85,21.02,31.18,16.25,1.0
0.61,0.11,-0.72,-52.86,15.38,-29.85,21.02,31.18,16.25,1.0
0.6,0.07,-0.7,-54.99,14.1,-27.59,21.02,31.18,16.25,1.0
0.6,0.05,-0.7,-57.13,13.67,-25.76,21.02,31.18,16.25,1.0
0.6,0.04,-0.69,-59.2,13.55,-24.35,20.7,31.41,16.7,1.0
0.61,0.03,-0.7,-67.75,14.34,-21.97,20.7,31.41,16.7,1.0
0.61,0.03,-0.7,-67.75,14.34,-21.97,20.7,31.41,16.7,1.0
0.62,0.07,-0.73,-67.08,14.47,-20.94,20.7,31.41,16.7,1.0
0.62,0.07,-0.73,-67.08,14.47,-20.94,20.7,31.41,16.7,1.0
0.62,0.07,-0.73,-63.66,13.73,-20.26,20.7,31.41,16.7,1.0
0.6,0.03,-0.74,-53.16,11.54,-17.7,20.64,32.98,14.82,1.0
0.6,-0.04,-0.74,-51.39,10.8,-17.46,20.64,32.98,14.82,1.0
0.61,0.02,-0.73,-48.83,10.25,-16.6,20.64,32.98,14.82,1.0
0.62,0.0,-0.73,-42.97,8.97,-16.24,20.13,33.91,14.79,1.0
0.62,0.0,-0.73,-42.97,8.97,-16.24,20.13,33.91,14.79,1.0
0.61,-0.03,-0.75,-35.03,5.86,-16.48,20.13,33.91,14.79,1.0
0.6,-0.03,-0.73,-33.94,5.37,-16.91,19.81,34.11,14.29,1.0
0.61,-0.07,-0.73,-33.87,5.19,-17.09,19.81,34.11,14.29,1.0
0.62,-0.1,-0.73,-41.14,5.8,-16.36,19.81,34.11,14.29,1.0
0.62,-0.1,-0.73,-41.14,5.8,-16.36,19.81,34.11,14.29,1.0
0.62,-0.1,-0.73,-43.03,6.29,-16.54,19.81,34.11,14.29,1.0
0.62,-0.1,-0.73,-43.03,6.29,-16.54,19.81,34.11,14.29,1.0
